id,jobTitle,companyName,locations,skills
1032859216,People Assistant,PT Love Bonito Indonesia (Jakarta),Jakarta Selatan,assistant
1032679934,SPV Sales Kosmetik Surabaya,PT Teguh Pesona,Jakarta Selatan,"les, sales, spv, surabaya"
1032857275,Sales and Marketing Manager (Kab Bogor),PT Wisdra International (Grandvision Kantor Pemasaran Mandiri PT Prudential Life Assurance),Bogor,"and, kab, les, manager, marketing, sales"
1032857968,Purchasing Officer (Jakarta Timur),PT Kobe Nutri Farma,Jakarta Timur,"jakarta, office, officer, purchasing, timur"
1032857263,Sales and Marketing Manager (Bekasi),PT Wisdra International (Grandvision Kantor Pemasaran Mandiri PT Prudential Life Assurance),Bekasi,"and, bekas, les, manager, marketing, sales"
1032668662,Business Administration Intern,PT Bosch Rexroth,Jakarta Pusat,"admin, business, intern"
1032730397,Logistics Operator (Contractual),PT GSK Global Indonesia,Jakarta Timur,operator
1032679957,SPG/SPB,PT Permata Indo Sejahtera,Serang,
1032875774,Teknisi Cooler & Utility,PT Sorin Maharasa,Bogor,
1032858310,Sales and Marketing Senior Associate (Jakarta Utara),PT Wisdra International (Grandvision Kantor Pemasaran Mandiri PT Prudential Life Assurance),Jakarta Utara,"and, associate, jakarta, les, marketing, sales, senior, utara"
1032875700,Staff Gudang,PT New Hope Farm Indonesia,Cirebon,staff
1032859614,Head of Bids and Proposal,PT ABB Power Grids Indonesia,Jakarta Raya,"and, head"
1032874817,Kolektor Lapangan,ITC Auto Multifinance,Jakarta Selatan,
1032858335,Staf Ekspor & Logistik,pt garuda sinar perkasa grup,Samarinda,
1032857222,LEADER GUDANG - SURABAYA,PT Ingco Teknika Indonesia,Surabaya,"lead, leader, surabaya"
1032680062,Network Planner,PT Shell Indonesia,Jakarta Raya,
1032875540,Guru Private SD / SMP,SEMPOA SIP SIMALINGKAR,Medan,"guru, privat"
1032875168,Programmer,PT Gajah Unggul Internasional,Palembang,
1032859816,Substitute Mathematics Teacher (Grade 9).,Yayasan Berkah Bagi Bangsa,Bandung,
1032856898,Quality Analyst,PT Langgeng Kreasi Jayaprima (Diageo Indonesia),Indonesia,"analyst, quality"
1032730305,Senior Legal and Compliance,PT Trenologi Indonesia,Indonesia,"and, legal, senior"
1032668663,CME Inspector (Malpua) [PT Tower Bersama Infrastructure Tbk],"PT Tower Bersama Infrastructure, Tbk",Jakarta Selatan,
1032874738,Kolektor Lapangan,ITC Auto Multifinance,Bekasi,
1032632530,Retail Assistant,PT Bel Angkasa Raya,Jakarta Selatan,"assistant, retail"
1032657025,Area Sales Manager - Financial Network Advisor,PT Asuransi Jiwa Astra,Jakarta Raya,"area, les, manager, sales"
1032730404,GROWER FARM MANAGEMENT TRAINEE DEVISI DOC,PT Bersih Bijak Sejahtera (Surabaya),Pasuruan,management
1032875365,Accounting Staff - Head Office,PT Saptawarna Cemerlang,Jakarta Barat,"account, accounting, head, office, staff"
1032857589,Full Stack App Developer,PT Bintang Mitra Dayasembada,Jakarta Pusat,developer
1032875875,Handyman,PT Dharma Karyatama Mulia,Bekasi,and
1032875066,Sales Building Material (Kab Bekasi),PT Daelim Dobidos Indonesia,Bekasi,"bekas, kab, les, sales"
1032875015,Petugas Penyuluh Lapangan (Kab Kuningan),PT New Hope Farm Indonesia,Jawa Barat,kab
1032874972,Principal Software Development Engineer,PT FinAccel Teknologi Indonesia,Jakarta Raya,"development, engineer"
1032680067,SYSTEM ANALYST (SAN-ITD),PT Artajasa Pembayaran Elektronis,Tangerang,"analyst, system"
1032856984,FB Product Trainee (FBP),PT Kharisma Bali Hotel Development,Badung,product
1032632493,Sales Engineering,PT. Sukses Tribayu Solusi Cerdas,Jakarta Timur,"engineer, engineering, les, sales"
1032891500,Project Admin,PT Ciptabuana Sukses Lestari,Jakarta Raya,"admin, project"
1032679937,PROGRAMMER (PRG-ITD),PT Artajasa Pembayaran Elektronis,Tangerang,
1032648674,Sales Business Development - PTS Division,PT Epiroc Southern Asia,Indonesia,"business, development, les, sales"
1032874657,Mandarin Speaker (HR Admin MT),PT Hon Chuan Indonesia,Bekasi,"admin, and, mandarin"
1032679935,Staff Admin Fakultas Hukum,Universitas 17 Agustus 1945 Jakarta,Jakarta Utara,"admin, staff"
1032858026,HRGA Staff,PT Simenteknindo,Tangerang,staff
1032858012,Area Sales Manager (Kabupaten Bandung),PT Saba Indomedika,Bandung,"and, area, bandung, kab, kabupaten, les, manager, sales"
1032730361,Development Program,"PT Astra International,Tbk�Toyota Sales Operation",Jakarta Utara,development
1032857955,Receptionist (Karawang),PT Audy Mandiri Indonesia,Karawang,
1032859353,General Admin Internship,Jasa Foto Jakarta,Tangerang,"admin, intern, internship"
1032730282,Risk Management Asc. Manager,PT Mitra Pinasthika Mustika (MPM Rent),Tangerang,"management, manager"
1032874801,Marketing Supervisor - Samarinda,PT Smart Multi Finance,Samarinda,"marketing, supervisor"
1032857886,Financial Consultant,PT Valbury Indonesia,Sumatera Utara,consultant
1032875214,MANAGER SALES PROPERTY,PT Indo Megah Abadi,Jawa Barat,"les, manager, sales"
1032875164,Sales Forklift (Balikpapan),"PT Kobexindo Tractors, Tbk","Balikpapan,Bali","for, les, sales"
1032874742,Internal Audit,PT Limas Sentosa Antarnusa,Jakarta Pusat,"audit, intern, internal"
1032730292,Sous Chef,PT Kafe Batavia Fatahillah,Jakarta Barat,chef
1032679999,SPV Produksi Garment,CV Dunia Sandang,Bandung,spv
1032759958,Finance Support,PT Eximku Teknologi Indonesia,Jakarta Raya,"finance, support"
1032856895,Staff administrasi,PT Catur Mitra Sejati Sentosa,Jakarta Pusat,"admin, staff"
1032858704,IT Manager,PT Daya Cipta Gemilang,Badung,manager
1032875689,Assistant Manager,PT Indonesia Oppo Electronics Jakarta,Palembang,"assistant, manager"
1032859258,Field EHS,PT Granite Services International Indonesia,Indonesia,field
1032874713,Office Boy,PT Asiaparts Indotech (Tangerang),Tangerang,office
1032875176,IT Support,PT Sasa Inti,Jakarta Barat,support
1032679908,Koordinator Sales Lapangan,PT Permata Indo Sejahtera,Bogor,"les, sales"
1032730367,Chef De Partie (CDP),PT Kafe Batavia Fatahillah,Jakarta Barat,chef
1032730344,Executive Chef,PT Kafe Batavia Fatahillah,Jakarta Barat,"chef, executive"
1032874675,Mandarin Speaker (HR Admin MT),PT Hon Chuan Indonesia,Bekasi,"admin, and, mandarin"
1032723542,Software Developer,PT Data Sains Inteknova,Jawa Barat,developer
1032657038,Reservation Executive,PT Buffalo Tours Indonesia,Bali,executive
1032679981,Koordinator Sales Lapangan,PT Permata Indo Sejahtera,Jakarta Timur,"les, sales"
1032680005,HRD,PT Inspirasi Prima Nusantara,Jawa Timur,
1032875648,Atheletes Consultant,PT Urbanfit Valdixon Indonesia,Surabaya,consultant
1032679931,Admin Support  (Medan),PT Burlington Indonesia,Banten,"admin, medan, support"
1032875248,Customer Service,PT Aeronusa Inti Raya,Jakarta Pusat,"customer, service"
1032745365,"Business Development Manager Jakarta, Indonesia",PT Korn Ferry International,Jakarta Raya,"business, development, indonesia, jakarta, manager"
1032730291,Business Development Manager,PT Levi Strauss Indonesia,Jakarta Raya,"business, development, manager"
1032730299,Commis Baker,PT Kafe Batavia Fatahillah,Jakarta Barat,
1032875785,Staff Finance (Pengganti),PT Surganya Motor Indonesia,Bandung,"finance, staff"
1032875702,Legal Staff,PT Warna Warni Media,Surabaya,"legal, staff"
1032668647,Backend Engineer,PT Investree Radhika Jaya,Jakarta Raya,engineer
1032874737,IP Integrator (Jakarta Pusat),PT NexWave,Jakarta Pusat,"jakarta, pusat"
1032875131,Sales Building Material (Jakarta Barat),PT Daelim Dobidos Indonesia,Jakarta Barat,"barat, jakarta, les, sales"
1032760044,Finance Accounting Officer,PT Trans Digital Media,Jakarta Raya,"account, accounting, finance, office, officer"
1032875783,Koordinator Komunikasi Digital,Institut Desain & Bisnis Bali,Denpasar,digital
1032875050,Sales Building Material (Jakarta Pusat),PT Daelim Dobidos Indonesia,Jakarta Pusat,"jakarta, les, pusat, sales"
1032874803,Production Supervisor,PT Combiphar,Bandung,"product, production, supervisor"
1032875641,Motion Graphic,PT Cipta Piranti Sejahtera,Tangerang,graphic
1032874986,QC Inspector,PT Saptawarna Cemerlang,Tangerang,
1032730421,Admission Officer,British School Jakarta,Indonesia,"office, officer"
1032632570,Secretary,PT Toyota Astra Financial Services,Jakarta Raya,
1032874960,Data Engineer - World Trading Group (WTG),PT Cargill Indonesia,Jakarta Raya,"data, engineer"
1032875902,Model,Ivory Bridal Jakarta,Sleman,
1032874938,Sales Telco,PT Cahaya Mutiara Mandiri,Jakarta Timur,"les, sales"
1032875263,Spg,PT Jakarta Realty (Thamrin City),Palembang,
1032875026,Financial Control and Planning Staff,PT Bank Mizuho Indonesia,Jakarta Pusat,"and, control, staff"
1032632557,Sales Executive,PT Kimia Yasa,Tangerang,"executive, les, sales"
1032875561,Java Developer,PT Kreatifitas Sinergisme Teknoindo,Jakarta Selatan,developer
1032874777,Housekeeping (Daily Worker),PT Puri Jepun Lestari,Badung,
1032875295,Internal Auditor (Bogor),PT Jala Lintas Media,Bogor,"audit, intern, internal"
1032679951,Network Engineer Bootcamp,PT Mastersystem Infotama,Jakarta Raya,engineer
1032858045,Mobile Flutter (Junior-Middle),PT 360 TEKNOLOGI INDONESIA,Jakarta Selatan,junior
1032875120,Sales Building Material (Jakarta Timur),PT Daelim Dobidos Indonesia,Jakarta Timur,"jakarta, les, sales, timur"
1032875282,Accounting,PT Aeronusa Inti Raya,Jakarta Pusat,"account, accounting"
1032875095,Senior Sales Fulltime (Tangerang Kab),TULUS WATER,Tangerang,"kab, les, sales, senior, tangerang"
1032875554,IC/UNDP/Management/062/2022 - Polarization and Social Exclusion in Digital Society; Article Writer,UNOPS Indonesia Operations Centre (IDOC),Indonesia,"and, digital, management, social"
1032875246,Koordinator (Kota Cirebon),KSP Nasari,Cirebon,kota
1032875194,Lending Officer (Kab Kuningan),KSP Nasari,Jawa Barat,"kab, office, officer"
1032875850,HRGA Staff,PT Alpine Cool Utama,Jakarta Pusat,staff
1032875366,CS,PT International Molding,Karawang,
1032857520,IT Support (Junior-Middle),PT 360 TEKNOLOGI INDONESIA,Jakarta Selatan,"junior, support"
1032874773,Driver Direksi,PT Multi Indocitra Tbk,Jakarta Pusat,
1032874703,Driver Mobile Pick UP,PT Aldmic Indonesia,Jakarta Barat,
1032875712,Sales Alat Berat (Surabaya),"PT Kobexindo Tractors, Tbk",Surabaya,"les, sales, surabaya"
1032875393,Creative Manager,PT Cipta Piranti Sejahtera,Tangerang,manager
1032857439,Retail Supervisor (Jakarta Pusat),PT Multifortuna Sinardelta,Jakarta Pusat,"jakarta, pusat, retail, supervisor"
1032875464,Telemarketing,PT Prima Fajar Cahaya Surya,Jakarta Barat,marketing
1032874808,Sales Executive,PT Solusindo Jitu,"Yogyakarta,Bantul","executive, les, sales"
1032875885,Junior IOS Developer,PT Cipta Piranti Sejahtera,Tangerang,"developer, junior"
1032875101,Senior Java Web Developer,PT Cipta Piranti Sejahtera,Tangerang,"developer, senior"
1032668667,internship graphic designer,PT. Links Creative,Jakarta Utara,"design, designer, graphic, intern, internship"
1032875124,Pengawas Lapangan (Kab Tangerang),PT Jala Lintas Media,Tangerang,"kab, tangerang"
1032657031,Live Streaming Ops,PT Kreatif Media Karya,Jakarta Raya,
1032875768,People & OD Staff (Jakarta Timur),PT NexWave,Jakarta Timur,"jakarta, staff, timur"
1032874783,Project Manager,PT Geo Given Visi Mandiri,Pekanbaru,"manager, project"
1032730398,MARKETING CONSULTANT,PT Sinergi Sukses Digitalindo (Alibaba.com),Bandung,"consultant, marketing"
1032875058,HR Administrator,PT Cipta Piranti Sejahtera,Tangerang,admin
1032875674,Management Trainee,Toby's Fried Chicken And Resto Ngagel,Surabaya,management
1032773517,Brand Activation - Promotion,PT Beaute Haul Indonesia,Jakarta Raya,and
1032680030,ACQUIRING OPERATION ENGINEER (IOP-ITO2),PT Artajasa Pembayaran Elektronis,Tangerang,"engineer, operation"
1032707750,Continuous Improvement Lead,PT Cargill Indonesia,Serang,lead
1032899938,Studio Consultant (Sales Team),PT ABC Cooking Studio Indonesia,Jakarta Raya,"consultant, les, sales, team"
1032857356,Internal Audit Team Leader Shipping (Jakarta Pusat),PT Pancaran Darat Transport,Jakarta Pusat,"audit, intern, internal, jakarta, lead, leader, pusat, team"
1032875926,Housekeeping Team Leader (Supervisor),PT Sumbermitra Wisata Graha,Jakarta Raya,"lead, leader, supervisor, team"
1032875160,Ofice Boy/Cleaning Service,PT Tabu Life International (Bali),Badung,service
1032875089,Sales Building Material (Kab Tangerang),PT Daelim Dobidos Indonesia,Tangerang,"kab, les, sales, tangerang"
1032680085,QUALITY ASSURANCE (QUA-ITD),PT Artajasa Pembayaran Elektronis,Tangerang,quality
1032891943,Software Engineer,PT Tech Mahindra Indonesia,Jakarta Raya,engineer
1032874832,Marketing,PT Sasa Inti,Jakarta Barat,marketing
1032730408,Senior Site Reliability Engineer (SRE),PT Trenologi Indonesia,Jakarta Selatan,"engineer, senior"
1032875877,Asisten Pelatih Sempoa,SEMPOA SIP SIMALINGKAR,Medan,
1032632485,Cook,Hotel 88 Grogol,Jakarta Barat,cook
1032654104,Senior Sales Acquisition (B2B),PT Mitra Pinasthika Mustika (MPM Rent),Tangerang,"les, sales, senior"
1032858706,GSA,PT Daya Cipta Gemilang,Badung,
1032875386,Merchandiser Supervisor,PT CS2 Pola Sehat (Orang Tua Group),Jakarta Barat,"and, supervisor"
1032859152,Community Project Manager,PT Dua Puluh Empat Jam Online (UniPin),Tangerang,"manager, project"
1032875660,Caregiver (Jakarta Utara),Tiara Kasih Bunda,Jakarta Utara,"car, jakarta, utara"
1032892116,Management Trainee,PT Cushman & Wakefield Indonesia,Jakarta Raya,management
1032632407,Business Transformation Manager,PT Asuransi Allianz Life Indonesia,Jakarta Raya,"business, for, manager"
1032858687,Telemarketing spesialist English Agent,PT Evecare Indonesia Trading,Jawa Barat,"agent, marketing"
1032875300,Internal Auditor (Jakarta Barat),PT Jala Lintas Media,Jakarta Barat,"audit, barat, intern, internal, jakarta"
1032730315,Key Account Executive - East Java & Bali,PT Saf Indonusa,Surabaya,"account, executive"
1032723570,Staff Akuntansi & Pajak,CV Inti Daya Engineering,Jawa Timur,staff
1032875549,OSS Engineer (Jakarta Timur),PT NexWave,Jakarta Timur,"engineer, jakarta, timur"
1032874876,Runner,PT Revolver Cinta Kopi,Badung,
1032707671,Front End Developer,APPINZPIRE,Banten,"developer, front"
1032857224,Teknisi,PT Asaba Utama Corporatama,Jawa Tengah,
1032875551,Teknisi Gedung Bidang Mekanikal Elektrikal Plumbing (MEP) Tangerang,PT Dana Purna Investama,Tangerang,tangerang
1032875253,Sales,PT Jakarta Realty (Thamrin City),Palembang,"les, sales"
1032857707,Sales Supervisor (Kab Badung),PT Duta Serpack Inti,Badung,"kab, les, sales, supervisor"
1032875043,Pengawas Lapangan (Tangerang),PT Jala Lintas Media,Tangerang,tangerang
1032899499,Sea Logistics Internship,PT Naku Freight Indonesia,Jakarta Raya,"intern, internship"
1032875316,Internal Auditor (Jakarta Timur),PT Jala Lintas Media,Jakarta Timur,"audit, intern, internal, jakarta, timur"
1032730347,IT Business Analyst,PT Mitra Konsultasi Indonesia,Jakarta Raya,"analyst, business"
1032914802,Relawan Guru (Remote/WFH),International Humanity Foundation Bali Center ( IHF ),Jakarta Timur,guru
1032874992,Technical Support,PT Trisatria Persada Borneo,"Balikpapan,Bali","support, technical"
1032875187,Sprinter Pick Up (Sukamoro),PT Indonesia Oppo Electronics Jakarta,Jawa Timur,
1032632626,Dental Consultant,PT Cahaya Tiga Bintang Abadi,Jakarta Selatan,consultant
1032679921,SPG/SPB,PT Permata Indo Sejahtera,Bekasi,
1032632612,PLANNER,PT Schlumberger Geophysics Nusantara,"Batam,Riau",
1032875740,Development Mobile Apps (Jakarta Utara),PT NexWave,Jakarta Utara,"development, jakarta, utara"
1032730346,COOK LEADER - NEW OUTLET (YOGYAKARTA),Ismaya Group,Yogyakarta,"cook, lead, leader, new"
1032632592,Legal Corporate and Functions Officer,PT Chandra Asri Petrochemical Tbk,Indonesia,"and, corporate, legal, office, officer"
1032874925,Waiter/Waitress,PT Revolver Cinta Kopi,Badung,
1032632459,Product Design Manager,PT Mitrausaha Indonesia Grup,Jakarta Barat,"design, manager, product"
1032632473,Sprinter Pick Up,PT Indonesia Oppo Electronics Jakarta,Bogor,
1032914799,Partnership & Capacity Building Specialist,Plan International Indonesia,Jakarta Raya,specialist
1032707658,Performance Marketing Junior Manager,PT Intrepid Ecommerce Services,Jakarta Raya,"for, junior, manager, marketing"
1032875807,IP Integrator (Jakarta Barat),PT NexWave,Jakarta Barat,"barat, jakarta"
1032875045,IT Senior Technical Support,PT Astrazeneca Indonesia,Jakarta Raya,"senior, support, technical"
1032632621,Dental Consultant,PT Cahaya Tiga Bintang Abadi,Bekasi,consultant
1032723512,Job Title Art Director,PT Indo-Ad (Ogilvy & Mather Indonesia),Jakarta Selatan,director
1032875197,Social Media Specialist (Kabupaten Bogor),Monster Group,Bogor,"kab, kabupaten, media, social, specialist"
1032679936,Lab Compliance Analyst,PT Pfizer Indonesia,Jakarta Raya,analyst
1032859776,Telecom Engineer,PT JGC Indonesia,Jakarta Raya,engineer
1032891495,Engineering Electrical,PT Bina Utama Sakti,Sidoarjo,"engineer, engineering"
1032875455,Sales Konstruksi Pertambangan (Jakarta),"PT Kobexindo Tractors, Tbk",Jakarta Utara,"jakarta, les, sales"
1032680001,Structural Engineer,Royal HaskoningDHV Indonesia,Jakarta Raya,engineer
1032856869,Compensation and Benefits Specialists,PT. KASIR PINTAR INTERNASIONAL,Surabaya,"and, specialist"
1032875244,Planning Supervisor,PT International Molding,Karawang,supervisor
1032875886,Finance and Accounting Internship,PT Kreatif Media Karya,Jakarta Raya,"account, accounting, and, finance, intern, internship"
1032654147,Agent Property,PT Ray Propertindo,Jawa Tengah,agent
1032875841,Supply Planner,PT Philips Indonesia Commercial,"Batam,Riau",
1032857291,Sales and Marketing Manager (Depok),PT Wisdra International (Grandvision Kantor Pemasaran Mandiri PT Prudential Life Assurance),Depok,"and, les, manager, marketing, sales"
1032730349,Market Access Specialist,PT IMS Health Indonesia (Jakarta),Jakarta Raya,specialist
1032874998,Customer Relationship,pt garuda sinar perkasa grup,Samarinda,customer
1032891179,Team Leader Sales,ITC Auto Multifinance,Bekasi,"lead, leader, les, sales, team"
1032857352,Sales Merchandiser (Jakarta Pusat),PT Kobe Nutri Farma,Jakarta Pusat,"and, jakarta, les, pusat, sales"
1032632513,Process Automation Engineer,PT Siemens Indonesia,Jakarta Raya,engineer
1032759963,Project Management Officer (Network Implementation),PT Trans Digital Media,Jakarta Raya,"management, office, officer, project"
1032875239,CDP Pastry,The Ubud Village Resort And Spa,Gianyar,
1032856919,Teacher Assistant Grammar School (Grade 1-6),Yayasan Berkah Bagi Bangsa,Bandung,assistant
1032875288,Internal Auditor (Jakarta Pusat),PT Jala Lintas Media,Jakarta Pusat,"audit, intern, internal, jakarta, pusat"
1032875247,IT Support,PT Aeronusa Inti Raya,Jakarta Pusat,support
1032875099,Personal Assistant to VP,PT Pacific Place Jakarta,Jakarta Selatan,assistant
1032874695,Ecommerce Junior Manager,PT Indo Porcelain,Tangerang,"junior, manager"
1032875142,Product Technologist,PT Heinz ABC Indonesia,Jakarta Raya,product
1032730373,Sea Logistics - Customer Care Specialist,PT Naku Freight Indonesia,Jakarta Raya,"car, customer, specialist"
1032875139,Key Account Supervisor (Surabaya),PT Mega Finance,Surabaya,"account, supervisor, surabaya"
1032874687,PPIC Manager,PT Indo Porcelain,Tangerang,manager
1032875041,Sales Building Material (Bogor),PT Daelim Dobidos Indonesia,Bogor,"les, sales"
1032875297,Lamination Operator,PT Saptawarna Cemerlang,Tangerang,operator
1032680040,Direct Sales Rep II,PT Diversey Indonesia,Jakarta Raya,"les, sales"
1032914796,Driver dan Helper,PT Lionel Jaya Logistics,Banten,
1032875868,Digital Marketing Assistant (Kabupaten Malang),PT BERCA KAWAN SEJATI,Malang,"assistant, digital, kab, kabupaten, marketing"
1032875049,Sales Executive,PT Indo Porcelain,Tangerang,"executive, les, sales"
1032679985,Construction Manager (Indonesian citizen),Royal HaskoningDHV Indonesia,Jakarta Raya,"indonesia, manager"
1032680055,Manager Global Service Provider Central Support,PT. FedEx Express International,Jakarta Raya,"manager, service, support"
1032680082,Digital Marketing Specialist,PT Medion Farma Jaya,Bandung,"digital, marketing, specialist"
1032859006,Angular Developer,PT Dua Puluh Empat Jam Online (UniPin),Tangerang,developer
1032632632,Dental Consultant,PT Cahaya Tiga Bintang Abadi,Jakarta Barat,consultant
1032875110,Pengawas Lapangan (Bekasi),PT Jala Lintas Media,Bekasi,bekas
1032875651,Environment (Supervisor),PT. Mineral Alam Abadi,Jakarta Barat,supervisor
1032632600,CUSTOMER SERVICE,PT Digi Asset Indonesia,Jawa Timur,"customer, service"
1032875636,HRGA Supervisor,PT Saptawarna Cemerlang,Tangerang,supervisor
1032874678,Branch Manager (Bali),PT Indo Porcelain,Tangerang,manager
1032680052,Product Marketing Analyst (Dental / Oral Care Solutions),PT 3M Indonesia,Jakarta Raya,"analyst, car, marketing, product"
1032875630,R&D Specialist,PT Sorin Maharasa,Bogor,specialist
1032826352,Studio Consultant (Hospitality Fresh Graduate),PT ABC Cooking Studio Indonesia,Jakarta Raya,consultant
